1,0.8,0,0.175,1,0,0,0
0,0.1,1,0.95,0,1,0,0
0.733333333333333,0.6,0,0.15,0,0,0,1
0.8,0.7,0,0.05,0,0,0,1
0,0.3,0,0.325,0,0,1,0
0.333333333333333,0.4,0,0.35,0,0,1,0
0.533333333333333,0.1,1,0.825,0,1,0,0
0.533333333333333,0.4,1,0.925,0,1,0,0
0.8,0.9,0,0.125,1,0,0,0
0.846666666666667,0.7,0,0.125,0,0,0,1
0.866666666666667,0.8,0,0.2,1,0,0,0
0.553333333333333,0.2,0,0.3,0,0,1,0
0.486666666666667,0.1,1,0.95,0,1,0,0
0.786666666666667,0.8,0,0.175,0,0,0,1
0.866666666666667,0.9,0,0.05,1,0,0,0
0,0.1,1,0.85,0,1,0,0
0.513333333333333,0.1,1,0.85,0,1,0,0
0.866666666666667,0.8,0,0.125,1,0,0,0
0.9,0.8,0,0.125,1,0,0,0
0.8,0.8,0,0.2,0,0,0,1
0.533333333333333,0.4,1,1,0,1,0,0
0,0.1,1,0.875,0,1,0,0
0.7,0.4,0,0.125,0,0,0,1
0.733333333333333,0.8,0,0.1,1,0,0,0
0.493333333333333,0.2,0,0.325,0,0,1,0
0.533333333333333,0.1,1,0.825,0,1,0,0
0.766666666666667,0.7,0,0.2,1,0,0,0
0.933333333333333,0.9,0,0.075,1,0,0,0
0.833333333333333,0.5,0,0.1,0,0,0,1
0.766666666666667,1,0,0.025,1,0,0,0
0.833333333333333,0.8,0,0.125,0,0,0,1
0.766666666666667,0.7,0,0.05,0,0,0,1
0.773333333333333,0.7,0,0.075,0,0,0,1
0.733333333333333,0.8,0,0.075,0,0,0,1
0.733333333333333,0.7,0,0.2,1,0,0,0
0.4,0.4,0,0.4,0,0,1,0
0.733333333333333,0.5,0,0.225,0,0,0,1
0.733333333333333,0.9,0,0.05,1,0,0,0
0.733333333333333,0.9,0,0.2,0,0,0,1
0.466666666666667,0.3,0,0.3,0,0,1,0
0.846666666666667,0.7,0,0.15,0,0,0,1
0.533333333333333,0.2,1,0.875,0,1,0,0
0.7,0.7,0,0.2,1,0,0,0
0.486666666666667,0.2,0,0.35,0,0,1,0
0.7,0.8,0,0.15,1,0,0,0
0.466666666666667,0.4,0,0.275,0,0,1,0
0.633333333333333,0.8,0,0.175,1,0,0,0
0.5,0.2,0,0.3,0,0,1,0
0.933333333333333,0.9,0,0.075,1,0,0,0
0.6,0.3,0,0.3,0,0,1,0
